ticket_id,date,ticket_age_days,priority,assigned_engineer_load,past_sla_breaches,avg_resolution_time,reopen_count,customer_escalations,weekend_flag,workload_trend_7d,resolution_delay_trend,risk_label
TKT_0004,2025-12-13 14:18:56.096514,31,Critical,5,0,7.1186030191022125,0,0,1,0.045915770164988934,0.40583148387869455,1
TKT_0004,2025-12-14 14:18:56.096514,47,Critical,12,0,7.1186030191022125,0,0,1,0.33696387423737384,0.5668687053108414,1
TKT_0004,2025-12-15 14:18:56.096514,38,Critical,7,0,7.1186030191022125,0,0,0,-0.2774235824289695,0.09665160195425188,0
TKT_0004,2025-12-16 14:18:56.096514,27,Critical,2,0,7.1186030191022125,0,0,0,-0.4151622859148081,0.6866395785011754,1
TKT_0004,2025-12-17 14:18:56.096514,48,Critical,13,0,7.1186030191022125,0,0,0,0.3127995672575026,0.6472485773838588,1
TKT_0004,2025-12-18 14:18:56.096514,25,Critical,13,0,7.1186030191022125,0,0,0,-0.12374041446908424,-0.21649928330133122,0
TKT_0004,2025-12-19 14:18:56.096514,44,Critical,22,0,7.1186030191022125,0,0,0,-0.25127584556971205,0.03025252901909853,1
TKT_0004,2025-12-20 14:18:56.096514,3,Critical,13,0,7.1186030191022125,0,0,1,-0.03133935800587373,-0.24369672431816264,0
TKT_0004,2025-12-21 14:18:56.096514,28,Critical,8,0,7.1186030191022125,0,0,1,0.14921030211606356,0.4460448792654233,1
TKT_0004,2025-12-22 14:18:56.096514,13,Critical,17,0,7.1186030191022125,0,0,0,0.028370121297209172,0.136335831606556,1
TKT_0004,2025-12-23 14:18:56.096514,58,Critical,12,0,7.1186030191022125,0,1,0,0.05600503864258455,0.02268638827758368,0
TKT_0004,2025-12-24 14:18:56.096514,16,Critical,22,0,7.1186030191022125,0,1,0,0.41911571527865943,-0.04700983201075887,1
TKT_0004,2025-12-25 14:18:56.096514,19,Critical,20,0,7.1186030191022125,0,0,0,-0.3337845680907471,-0.08319089341350877,1
TKT_0004,2025-12-26 14:18:56.096514,15,Critical,1,0,7.1186030191022125,0,0,0,0.08431431192310024,0.601158010490989,1
TKT_0004,2025-12-27 14:18:56.096514,57,Critical,11,0,7.1186030191022125,0,0,1,0.45041148407655873,0.5902637838909164,1
TKT_0004,2025-12-28 14:18:56.096514,12,Critical,24,0,7.1186030191022125,0,0,1,-0.22261881701886732,-0.11187884027623868,1
TKT_0004,2025-12-29 14:18:56.096514,26,Critical,8,0,7.1186030191022125,0,0,0,0.08365611185087207,-0.22226536303501515,0
TKT_0004,2025-12-30 14:18:56.096514,41,Critical,4,0,7.1186030191022125,0,1,0,0.19816171401974514,0.2360963663441204,0
TKT_0004,2025-12-31 14:18:56.096514,33,Critical,21,0,7.1186030191022125,0,0,0,0.18473117255387927,-0.1373830606551087,1
TKT_0004,2026-01-01 14:18:56.096514,46,Critical,3,0,7.1186030191022125,0,0,0,0.44979991329192404,0.42571950838836,1
TKT_0004,2026-01-02 14:18:56.096514,47,Critical,2,0,7.1186030191022125,0,0,0,0.37666148592579274,0.25158787254407006,0
TKT_0004,2026-01-03 14:18:56.096514,5,Critical,23,0,7.1186030191022125,0,0,1,0.27760228373522555,0.18037008186635467,1
TKT_0004,2026-01-04 14:18:56.096514,47,Critical,17,0,7.1186030191022125,0,0,1,0.24957829997607206,0.09298944897885913,1
TKT_0004,2026-01-05 14:18:56.096514,59,Critical,17,0,7.1186030191022125,0,0,0,-0.03130684020502972,0.11481950233766519,1
TKT_0005,2025-12-07 14:18:56.096514,17,Low,5,3,8.782501386295479,2,1,1,0.4966368370739054,0.25543170560262746,0
TKT_0005,2025-12-08 14:18:56.096514,37,Low,21,3,8.782501386295479,2,1,0,0.34964739067741146,-0.05265189825680233,0
TKT_0005,2025-12-09 14:18:56.096514,14,Low,9,3,8.782501386295479,2,0,0,0.4540510272587224,0.30617463445088006,0
TKT_0005,2025-12-10 14:18:56.096514,1,Low,17,3,8.782501386295479,2,0,0,-0.4531035322087801,-0.03132751797469263,0
TKT_0005,2025-12-11 14:18:56.096514,39,Low,2,3,8.782501386295479,2,0,0,0.3313714900625012,0.007777239771049438,0
TKT_0005,2025-12-12 14:18:56.096514,1,Low,22,3,8.782501386295479,2,1,0,-0.4115917766343534,0.4918178394696329,0
TKT_0005,2025-12-13 14:18:56.096514,17,Low,16,3,8.782501386295479,2,0,1,-0.07946422133492492,0.48466826394430956,0
TKT_0005,2025-12-14 14:18:56.096514,14,Low,2,3,8.782501386295479,2,0,1,0.40315105867662626,0.31726371209729204,0
TKT_0005,2025-12-15 14:18:56.096514,34,Low,6,3,8.782501386295479,2,0,0,0.13664432162228257,0.2548156085422257,0
TKT_0005,2025-12-16 14:18:56.096514,51,Low,2,3,8.782501386295479,2,0,0,0.013989489159810797,0.4836530127411431,0
TKT_0005,2025-12-17 14:18:56.096514,30,Low,23,3,8.782501386295479,2,0,0,0.19764187149346335,0.4964717756738773,0
TKT_0005,2025-12-18 14:18:56.096514,10,Low,24,3,8.782501386295479,2,0,0,0.2689177413153975,-0.23376402214813413,0
TKT_0005,2025-12-19 14:18:56.096514,5,Low,2,3,8.782501386295479,2,0,0,-0.15258659177458578,-0.09086920892148581,0
TKT_0005,2025-12-20 14:18:56.096514,43,Low,16,3,8.782501386295479,2,0,1,0.037263416714070074,0.16011915898357204,0
TKT_0005,2025-12-21 14:18:56.096514,16,Low,11,3,8.782501386295479,2,0,1,0.1408747448032146,-0.11811991560085516,0
TKT_0005,2025-12-22 14:18:56.096514,56,Low,3,3,8.782501386295479,2,0,0,0.015236054864210868,0.6731103492701043,0
TKT_0005,2025-12-23 14:18:56.096514,58,Low,19,3,8.782501386295479,2,0,0,-0.33106493692783545,-0.021409660968041366,0
TKT_0005,2025-12-24 14:18:56.096514,22,Low,21,3,8.782501386295479,2,0,0,0.03442350373252301,0.055991484271986136,0
TKT_0005,2025-12-25 14:18:56.096514,46,Low,2,3,8.782501386295479,2,0,0,-0.1699004866898446,0.02158276468002901,0
TKT_0005,2025-12-26 14:18:56.096514,26,Low,15,3,8.782501386295479,2,0,0,-0.4182409680511281,0.5735786241067773,0
TKT_0005,2025-12-27 14:18:56.096514,48,Low,17,3,8.782501386295479,2,0,1,0.30620127979306133,0.44825969038365837,0
TKT_0005,2025-12-28 14:18:56.096514,52,Low,15,3,8.782501386295479,2,0,1,0.42404175910743314,-0.06388346688259566,0
TKT_0005,2025-12-29 14:18:56.096514,28,Low,23,3,8.782501386295479,2,0,0,0.22051606139146485,-0.23765863748875854,0
TKT_0005,2025-12-30 14:18:56.096514,59,Low,24,3,8.782501386295479,2,0,0,0.1871655054033311,0.5444406726336288,0
TKT_0005,2025-12-31 14:18:56.096514,43,Low,15,3,8.782501386295479,2,0,0,0.3672149810747233,0.05414667079312546,0
TKT_0005,2026-01-01 14:18:56.096514,51,Low,15,3,8.782501386295479,2,0,0,0.2374052060938191,-0.11771612152404193,0
TKT_0005,2026-01-02 14:18:56.096514,39,Low,17,3,8.782501386295479,2,0,0,-0.17250264782208535,-0.18023786818074877,0
TKT_0005,2026-01-03 14:18:56.096514,17,Low,13,3,8.782501386295479,2,0,1,0.1791023191444896,0.4891712386073383,0
TKT_0005,2026-01-04 14:18:56.096514,45,Low,18,3,8.782501386295479,2,0,1,0.03710654181854778,0.28684111802087914,0
TKT_0005,2026-01-05 14:18:56.096514,8,Low,8,3,8.782501386295479,2,0,0,-0.37241969720443624,-0.01622409420127552,0
TKT_0006,2025-12-07 14:18:56.096514,59,Low,13,1,3.199178399181891,1,0,1,0.4336918237598746,-0.29246563686592525,0
TKT_0006,2025-12-08 14:18:56.096514,21,Low,6,1,3.199178399181891,1,0,0,-0.012190199191262074,0.5508175178361463,0
TKT_0006,2025-12-09 14:18:56.096514,30,Low,24,1,3.199178399181891,1,0,0,-0.4197662543383578,0.22451138957025468,0
TKT_0006,2025-12-10 14:18:56.096514,40,Low,5,1,3.199178399181891,1,1,0,-0.38796109783194765,0.09785559904574165,0
TKT_0006,2025-12-11 14:18:56.096514,28,Low,11,1,3.199178399181891,1,0,0,0.3170720709492799,-0.04209717295506016,0
TKT_0006,2025-12-12 14:18:56.096514,56,Low,6,1,3.199178399181891,1,0,0,0.4293759891275858,0.2567628930139298,0
TKT_0006,2025-12-13 14:18:56.096514,8,Low,19,1,3.199178399181891,1,0,1,-0.2949224398505409,0.6679940665042343,0
TKT_0006,2025-12-14 14:18:56.096514,4,Low,19,1,3.199178399181891,1,0,1,0.23624718369848818,0.22984002318111668,0
TKT_0006,2025-12-15 14:18:56.096514,1,Low,14,1,3.199178399181891,1,0,0,0.08123822142261228,-0.14563728472579768,0
TKT_0006,2025-12-16 14:18:56.096514,36,Low,13,1,3.199178399181891,1,0,0,-0.4481764631775731,0.03660427819392059,0
TKT_0006,2025-12-17 14:18:56.096514,10,Low,5,1,3.199178399181891,1,0,0,0.48996023238994524,0.02235384497472298,0
TKT_0006,2025-12-18 14:18:56.096514,2,Low,20,1,3.199178399181891,1,0,0,0.18150272222392927,0.46022785988968656,0
TKT_0006,2025-12-19 14:18:56.096514,11,Low,15,1,3.199178399181891,1,0,0,-0.08815908585273147,0.04886826654299531,0
TKT_0006,2025-12-20 14:18:56.096514,49,Low,5,1,3.199178399181891,1,0,1,0.4650269106665126,-0.17570277651445526,0
TKT_0006,2025-12-21 14:18:56.096514,56,Low,11,1,3.199178399181891,1,1,1,-0.31876693383433985,-0.2335037326332225,0
TKT_0006,2025-12-22 14:18:56.096514,40,Low,22,1,3.199178399181891,1,0,0,0.2815144817514149,0.527940887177492,0
TKT_0006,2025-12-23 14:18:56.096514,37,Low,14,1,3.199178399181891,1,0,0,0.3251326766927972,-0.11359501321185589,0
TKT_0006,2025-12-24 14:18:56.096514,19,Low,14,1,3.199178399181891,1,0,0,-0.1411695158764975,0.5772005408131082,0
TKT_0006,2025-12-25 14:18:56.096514,25,Low,18,1,3.199178399181891,1,0,0,-0.06086509142978158,0.07694442942490759,0
TKT_0006,2025-12-26 14:18:56.096514,51,Low,6,1,3.199178399181891,1,0,0,-0.061255324611660944,0.2774862709061257,0
TKT_0006,2025-12-27 14:18:56.096514,17,Low,1,1,3.199178399181891,1,0,1,0.031857479688173984,-0.23338088760918302,0
TKT_0006,2025-12-28 14:18:56.096514,40,Low,19,1,3.199178399181891,1,0,1,-0.06847185686355739,0.0328157859124843,0
TKT_0006,2025-12-29 14:18:56.096514,51,Low,8,1,3.199178399181891,1,0,0,-0.33326924000661684,0.5786291153734382,0
TKT_0006,2025-12-30 14:18:56.096514,33,Low,20,1,3.199178399181891,1,0,0,0.07315084925738868,0.6976926159238432,0
TKT_0006,2025-12-31 14:18:56.096514,57,Low,1,1,3.199178399181891,1,0,0,0.27857193905075106,-0.15687201445153037,0
TKT_0006,2026-01-01 14:18:56.096514,4,Low,22,1,3.199178399181891,1,0,0,-0.006018512869137349,0.4546352918601166,0
TKT_0006,2026-01-02 14:18:56.096514,54,Low,6,1,3.199178399181891,1,0,0,-0.12117843444308429,0.15700021928167834,0
TKT_0006,2026-01-03 14:18:56.096514,52,Low,24,1,3.199178399181891,1,0,1,0.039860637112836717,0.1863574819956078,0
TKT_0006,2026-01-04 14:18:56.096514,4,Low,12,1,3.199178399181891,1,0,1,-0.4877969276819555,0.29844270120522703,0
TKT_0006,2026-01-05 14:18:56.096514,36,Low,4,1,3.199178399181891,1,0,0,0.09902936477732649,0.5267988278090783,0
TKT_0007,2025-12-07 14:18:56.096514,23,Critical,15,3,3.0461588472698833,1,0,1,0.11495026315265444,0.6118524088429647,1
TKT_0007,2025-12-08 14:18:56.096514,40,Critical,18,3,3.0461588472698833,1,0,0,-0.4818898161791595,0.5721239089441514,1
TKT_0007,2025-12-09 14:18:56.096514,12,Critical,12,3,3.0461588472698833,1,0,0,0.19665082387689226,0.6224993811772956,1
TKT_0007,2025-12-10 14:18:56.096514,8,Critical,10,3,3.0461588472698833,1,0,0,-0.12556463027957798,-0.2310784606327812,0
TKT_0007,2025-12-11 14:18:56.096514,51,Critical,14,3,3.0461588472698833,1,1,0,0.42556851290677633,0.15083937140413212,0
TKT_0007,2025-12-12 14:18:56.096514,46,Critical,5,3,3.0461588472698833,1,1,0,0.3388980864459341,-0.17533731879673314,0
TKT_0007,2025-12-13 14:18:56.096514,57,Critical,1,3,3.0461588472698833,1,0,1,0.018838057126072116,0.29127543574492926,0
TKT_0007,2025-12-14 14:18:56.096514,21,Critical,15,3,3.0461588472698833,1,0,1,-0.16480275835409908,0.5028534485980114,1
TKT_0007,2025-12-15 14:18:56.096514,53,Critical,9,3,3.0461588472698833,1,0,0,-0.08549541579637232,0.563518140612957,1
TKT_0007,2025-12-16 14:18:56.096514,38,Critical,2,3,3.0461588472698833,1,0,0,-0.019163021910926448,0.6184547249393011,1
TKT_0007,2025-12-17 14:18:56.096514,43,Critical,12,3,3.0461588472698833,1,1,0,-0.2517735572428481,0.27763195409154723,0
TKT_0007,2025-12-18 14:18:56.096514,52,Critical,6,3,3.0461588472698833,1,0,0,-0.1885268288672426,0.48049570754608767,1
TKT_0007,2025-12-19 14:18:56.096514,43,Critical,22,3,3.0461588472698833,1,0,0,-0.2873192156587737,0.21517368240681262,1
TKT_0007,2025-12-20 14:18:56.096514,17,Critical,20,3,3.0461588472698833,1,0,1,0.05730536889004789,0.560632017890734,1
TKT_0007,2025-12-21 14:18:56.096514,40,Critical,17,3,3.0461588472698833,1,0,1,-0.1900630737313891,0.09731811545759789,1
TKT_0007,2025-12-22 14:18:56.096514,51,Critical,24,3,3.0461588472698833,1,0,0,-0.29486035951799283,-0.10931227933633342,1
TKT_0007,2025-12-23 14:18:56.096514,45,Critical,16,3,3.0461588472698833,1,0,0,-0.43429136057164763,0.4755276166950106,1
TKT_0007,2025-12-24 14:18:56.096514,47,Critical,18,3,3.0461588472698833,1,0,0,-0.059237253061771855,0.100763060875326,1
TKT_0007,2025-12-25 14:18:56.096514,38,Critical,19,3,3.0461588472698833,1,0,0,-0.3180718695047289,0.5617856210135173,1
TKT_0007,2025-12-26 14:18:56.096514,39,Critical,3,3,3.0461588472698833,1,0,0,-0.22925532685644623,0.34399954323901577,1
TKT_0007,2025-12-27 14:18:56.096514,33,Critical,23,3,3.0461588472698833,1,1,1,0.33978885945657056,0.5669937600115236,1
TKT_0007,2025-12-28 14:18:56.096514,8,Critical,1,3,3.0461588472698833,1,0,1,-0.2461114359566957,-0.10388690030654718,0
TKT_0007,2025-12-29 14:18:56.096514,8,Critical,22,3,3.0461588472698833,1,0,0,0.06944351776350033,0.587460482513503,1
TKT_0007,2025-12-30 14:18:56.096514,28,Critical,15,3,3.0461588472698833,1,0,0,0.3053149673579051,0.6887287819554428,1
TKT_0007,2025-12-31 14:18:56.096514,32,Critical,24,3,3.0461588472698833,1,0,0,0.4626493185548747,0.6444097255772734,1
