ticket_age_days,assigned_engineer_load,past_sla_breaches,avg_resolution_time,reopen_count,customer_escalations,weekend_flag,workload_trend_7d,resolution_delay_trend,risk_label,priority_encoded,avg_engineer_load_7d,escalations_7d,engineer_load_trend,resolution_delay_trend_7d,risk_label_lag_1,risk_score_proxy,risk_trend_7d
48,4,1,7.66691755978784,1,0,0,0.2764129607419968,0.0408035402530178,0,2,8.857142857142858,0.0,-1.0,0.10763539476279083,0.0,0.0,-0.3
23,3,0,7.1186030191022125,0,0,1,0.4025529066795666,0.2052523724478571,0,4,3.0,0.0,0.0,0.2052523724478571,0.0,0.4,0.0
48,22,0,7.1186030191022125,0,0,0,-0.4000151128381366,-0.246514703252631,1,4,12.5,0.0,19.0,-0.02063116540238695,0.0,0.7,0.0
41,19,0,7.1186030191022125,0,0,0,-0.1806863624095851,0.650061967050805,1,4,14.666666666666666,0.0,-3.0,0.20293321208201034,1.0,0.7,0.0
52,19,0,7.1186030191022125,0,0,0,-0.4167155888047403,-0.2082958527415189,1,4,15.75,0.0,0.0,0.10012594587612804,1.0,0.7,0.0
12,20,0,7.1186030191022125,0,0,0,0.25237452943768,0.4915790437258485,1,4,16.6,0.0,1.0,0.17841656544607215,1.0,0.7,0.0
57,7,0,7.1186030191022125,0,0,0,-0.0055796952974185,-0.2424412399833557,0,4,15.0,0.0,-13.0,0.10827359787450082,1.0,0.4,0.0
31,5,0,7.1186030191022125,0,0,1,0.0459157701649889,0.4058314838786945,1,4,13.571428571428571,0.0,-2.0,0.15078186730367135,0.0,0.4,0.0
47,12,0,7.1186030191022125,0,0,1,0.3369638742373738,0.5668687053108414,1,4,14.857142857142858,0.0,7.0,0.2024413434269548,1.0,0.4,0.0
38,7,0,7.1186030191022125,0,0,0,-0.2774235824289695,0.0966516019542518,0,4,12.714285714285714,0.0,-5.0,0.25146510131365235,1.0,0.4,-0.29999999999999993
27,2,0,7.1186030191022125,0,0,0,-0.4151622859148081,0.6866395785011754,1,4,10.285714285714286,0.0,-5.0,0.256690474377991,0.0,0.4,-0.29999999999999993
48,13,0,7.1186030191022125,0,0,0,0.3127995672575026,0.6472485773838588,1,4,9.428571428571429,0.0,11.0,0.37891110725304494,1.0,0.6000000000000001,-0.09999999999999987
25,13,0,7.1186030191022125,0,0,0,-0.1237404144690842,-0.2164992833013312,0,4,8.428571428571429,0.0,0.0,0.2777570605348764,1.0,0.4,-0.29999999999999993
44,22,0,7.1186030191022125,0,0,0,-0.251275845569712,0.0302525290190985,1,4,10.571428571428571,0.0,9.0,0.3167133132495127,0.0,0.8999999999999999,0.4999999999999999
3,13,0,7.1186030191022125,0,0,1,-0.0313393580058737,-0.2436967243181626,0,4,11.714285714285714,0.0,-9.0,0.22392356922139028,1.0,0.4,0.0
28,8,0,7.1186030191022125,0,0,1,0.1492103021160635,0.4460448792654233,1,4,11.142857142857142,0.0,-5.0,0.2066630226434734,0.0,0.4,0.0
13,17,0,7.1186030191022125,0,0,0,0.0283701212972091,0.136335831606556,1,4,12.571428571428571,0.0,9.0,0.21233219830808833,1.0,0.7,0.29999999999999993
58,12,0,7.1186030191022125,0,1,0,0.0560050386425845,0.0226863882775836,0,4,14.0,1.0,-5.0,0.1174817425618609,1.0,0.5,0.09999999999999998
16,22,0,7.1186030191022125,0,1,0,0.4191157152786594,-0.0470098320107588,1,4,15.285714285714286,2.0,10.0,0.01830196979120125,0.0,0.7999999999999999,0.19999999999999984
19,20,0,7.1186030191022125,0,0,0,-0.3337845680907471,-0.0831908934135087,1,4,16.285714285714285,2.0,-2.0,0.03734602548946161,1.0,0.7,0.29999999999999993
15,1,0,7.1186030191022125,0,0,0,0.0843143119231002,0.601158010490989,1,4,13.285714285714286,2.0,-19.0,0.1189039514140174,1.0,0.4,-0.4999999999999999
57,11,0,7.1186030191022125,0,0,1,0.4504114840765587,0.5902637838909164,1,4,13.0,2.0,10.0,0.23804116687245727,1.0,0.4,0.0
12,24,0,7.1186030191022125,0,0,1,-0.2226188170188673,-0.1118788402762386,1,4,15.285714285714286,2.0,13.0,0.1583377783665056,1.0,0.7,0.29999999999999993
26,8,0,7.1186030191022125,0,0,0,0.083656111850872,-0.2222653630350151,0,4,14.0,2.0,-16.0,0.10710903627485253,1.0,0.4,-0.29999999999999993
41,4,0,7.1186030191022125,0,1,0,0.1981617140197451,0.2360963663441204,0,4,12.857142857142858,2.0,-4.0,0.13759617599864352,0.0,0.5,0.0
33,21,0,7.1186030191022125,0,0,0,0.1847311725538792,-0.1373830606551087,1,4,12.714285714285714,1.0,17.0,0.12468571476373638,0.0,0.7,-0.09999999999999998
46,3,0,7.1186030191022125,0,0,0,0.449799913291924,0.42571950838836,1,4,10.285714285714286,1.0,-18.0,0.1973872007354319,1.0,0.4,-0.29999999999999993
47,2,0,7.1186030191022125,0,0,0,0.3766614859257927,0.25158787254407,0,4,10.428571428571429,1.0,-1.0,0.14744860960015777,1.0,0.4,0.0
5,23,0,7.1186030191022125,0,0,1,0.2776022837352255,0.1803700818663546,1,4,12.142857142857142,1.0,21.0,0.0888923664537918,0.0,0.7,0.29999999999999993
47,17,0,7.1186030191022125,0,0,1,0.249578299976072,0.0929894489788591,1,4,11.142857142857142,1.0,-6.0,0.11815926491880575,1.0,0.7,0.0
59,17,0,7.1186030191022125,0,0,0,-0.0313068402050297,0.1148195023376651,1,4,12.428571428571429,1.0,0.0,0.1663142456863315,1.0,0.7,0.29999999999999993
17,5,3,8.782501386295479,2,1,1,0.4966368370739054,0.2554317056026274,0,1,5.0,1.0,0.0,0.2554317056026274,0.0,0.1,0.0
37,21,3,8.782501386295479,2,1,0,0.3496473906774114,-0.0526518982568023,0,1,13.0,2.0,16.0,0.10138990367291255,0.0,0.4,0.0
14,9,3,8.782501386295479,2,0,0,0.4540510272587224,0.30617463445088,0,1,11.666666666666666,2.0,-12.0,0.1696514805989017,0.0,0.0,0.0
1,17,3,8.782501386295479,2,0,0,-0.4531035322087801,-0.0313275179746926,0,1,13.0,2.0,8.0,0.11940673095550314,0.0,0.3,0.0
39,2,3,8.782501386295479,2,0,0,0.3313714900625012,0.0077772397710494,0,1,10.8,2.0,-15.0,0.09708083271861238,0.0,0.0,0.0
1,22,3,8.782501386295479,2,1,0,-0.4115917766343534,0.4918178394696329,0,1,12.666666666666666,3.0,20.0,0.16287033384378247,0.0,0.4,0.0
17,16,3,8.782501386295479,2,0,1,-0.0794642213349249,0.4846682639443095,0,1,13.142857142857142,3.0,-6.0,0.20884146671528633,0.0,0.3,0.0
14,2,3,8.782501386295479,2,0,1,0.4031510586766262,0.317263712097292,0,1,12.714285714285714,2.0,-14.0,0.21767461050023842,0.0,0.0,-0.1
34,6,3,8.782501386295479,2,0,0,0.1366443216222825,0.2548156085422257,0,1,10.571428571428571,1.0,4.0,0.2615985400429567,0.0,0.0,-0.4
51,2,3,8.782501386295479,2,0,0,0.0139894891598107,0.4836530127411431,0,1,9.571428571428571,1.0,-4.0,0.28695259408442286,0.0,0.0,0.0
30,23,3,8.782501386295479,2,0,0,0.1976418714934633,0.4964717756738773,0,1,10.428571428571429,1.0,21.0,0.3623524931770757,0.0,0.5,0.2
10,24,3,8.782501386295479,2,0,0,0.2689177413153975,-0.2337640221481341,0,1,13.571428571428571,1.0,1.0,0.32784659861719234,0.0,0.5,0.5
5,2,3,8.782501386295479,2,0,0,-0.1525865917745857,-0.0908692089214858,0,1,10.714285714285714,0.0,-22.0,0.2446055917041754,0.0,0.0,-0.4
43,16,3,8.782501386295479,2,0,1,0.03726341671407,0.160119158983572,0,1,10.714285714285714,0.0,14.0,0.19824143385264145,0.0,0.3,0.0
16,11,3,8.782501386295479,2,0,1,0.1408747448032146,-0.1181199156008551,0,1,12.0,0.0,-5.0,0.13604377275290616,0.0,0.0,0.0
56,3,3,8.782501386295479,2,0,0,0.0152360548642108,0.6731103492701043,0,1,11.571428571428571,0.0,-8.0,0.19580016428546024,0.0,0.0,0.0
58,19,3,8.782501386295479,2,0,0,-0.3310649369278354,-0.0214096609680413,0,1,14.0,0.0,16.0,0.12364835375557674,0.0,0.3,0.3
22,21,3,8.782501386295479,2,0,0,0.034423503732523,0.0559914842719861,0,1,13.714285714285714,0.0,2.0,0.06072259784102087,0.0,0.3,-0.2
46,2,3,8.782501386295479,2,0,0,-0.1699004866898446,0.021582764680029,0,1,10.571428571428571,0.0,-19.0,0.09720071024504418,0.0,0.0,-0.5
26,15,3,8.782501386295479,2,0,0,-0.4182409680511281,0.5735786241067773,0,1,12.428571428571429,0.0,13.0,0.19212182924908178,0.0,0.0,0.0
48,17,3,8.782501386295479,2,0,1,0.3062012797930613,0.4482596903836583,0,1,12.571428571428571,0.0,2.0,0.23328476230623693,0.0,0.3,0.0
52,15,3,8.782501386295479,2,0,1,0.4240417591074331,-0.0638834668825956,0,1,13.142857142857142,0.0,-2.0,0.24103282640884546,0.0,0.0,0.0
28,23,3,8.782501386295479,2,0,0,0.2205160613914648,-0.2376586374887585,0,1,16.0,0.0,8.0,0.11092297115757933,0.0,0.3,0.3
59,24,3,8.782501386295479,2,0,0,0.1871655054033311,0.5444406726336288,0,1,16.714285714285715,0.0,1.0,0.19175873310067507,0.0,0.3,0.0
43,15,3,8.782501386295479,2,0,0,0.3672149810747233,0.0541466707931254,0,1,15.857142857142858,0.0,-9.0,0.19149518831798068,0.0,0.0,-0.3
51,15,3,8.782501386295479,2,0,0,0.2374052060938191,-0.1177161215240419,0,1,17.714285714285715,0.0,0.0,0.17159534743168486,0.0,0.0,0.0
39,17,3,8.782501386295479,2,0,0,-0.1725026478220853,-0.1802378681807487,0,1,18.0,0.0,2.0,0.06390727710489541,0.0,0.3,0.3
17,13,3,8.782501386295479,2,0,1,0.1791023191444896,0.4891712386073383,0,1,17.428571428571427,0.0,-4.0,0.06975178399399255,0.0,0.0,-0.3
45,18,3,8.782501386295479,2,0,1,0.0371065418185477,0.2868411180208791,0,1,17.857142857142858,0.0,5.0,0.11985529612306035,0.0,0.3,0.3
8,8,3,8.782501386295479,2,0,0,-0.3724196972044362,-0.0162240942012755,0,1,15.714285714285714,0.0,-10.0,0.1514888023069865,0.0,0.0,-0.3
59,13,1,3.199178399181891,1,0,1,0.4336918237598746,-0.2924656368659252,0,1,13.0,0.0,0.0,-0.2924656368659252,0.0,0.0,0.0
21,6,1,3.199178399181891,1,0,0,-0.012190199191262,0.5508175178361463,0,1,9.5,0.0,-7.0,0.12917594048511055,0.0,0.0,0.0
30,24,1,3.199178399181891,1,0,0,-0.4197662543383578,0.2245113895702546,0,1,14.333333333333334,0.0,18.0,0.1609544235134919,0.0,0.3,0.0
40,5,1,3.199178399181891,1,1,0,-0.3879610978319476,0.0978555990457416,0,1,12.0,1.0,-19.0,0.14517971739655433,0.0,0.1,0.0
28,11,1,3.199178399181891,1,0,0,0.3170720709492799,-0.0420971729550601,0,1,11.8,1.0,6.0,0.10772433932623145,0.0,0.0,0.0
56,6,1,3.199178399181891,1,0,0,0.4293759891275858,0.2567628930139298,0,1,10.833333333333334,1.0,-5.0,0.13256409827418117,0.0,0.0,0.0
8,19,1,3.199178399181891,1,0,1,-0.2949224398505409,0.6679940665042343,0,1,12.0,1.0,13.0,0.20905409373561734,0.0,0.3,0.0
4,19,1,3.199178399181891,1,0,1,0.2362471836984881,0.2298400231811166,0,1,12.857142857142858,1.0,0.0,0.28366918802805186,0.0,0.3,0.3
1,14,1,3.199178399181891,1,0,0,0.0812382214226122,-0.1456372847257976,0,1,14.0,1.0,-5.0,0.18417564480491705,0.0,0.0,0.0
36,13,1,3.199178399181891,1,0,0,-0.4481764631775731,0.0366042781939205,0,1,12.428571428571429,1.0,-1.0,0.15733177175115504,0.0,0.0,-0.3
10,5,1,3.199178399181891,1,0,0,0.4899602323899452,0.0223538449747229,0,1,12.428571428571429,0.0,-8.0,0.14654580688386662,0.0,0.0,-0.1
2,20,1,3.199178399181891,1,0,0,0.1815027222239292,0.4602278598896865,0,1,13.714285714285714,0.0,15.0,0.21830652586168758,0.0,0.3,0.3
11,15,1,3.199178399181891,1,0,0,-0.0881590858527314,0.0488682665429953,0,1,15.0,0.0,-5.0,0.18860729350869693,0.0,0.0,0.0
49,5,1,3.199178399181891,1,0,1,0.4650269106665126,-0.1757027765144552,0,1,13.0,0.0,-10.0,0.06807917307745558,0.0,0.0,-0.3
56,11,1,3.199178399181891,1,1,1,-0.3187669338343398,-0.2335037326332225,0,1,11.857142857142858,1.0,6.0,0.0018872079611214185,0.0,0.1,-0.19999999999999998
40,22,1,3.199178399181891,1,0,0,0.2815144817514149,0.527940887177492,0,1,13.0,1.0,11.0,0.09811266109016278,0.0,0.3,0.3
37,14,1,3.199178399181891,1,0,0,0.3251326766927972,-0.1135950132118558,0,1,13.142857142857142,1.0,-8.0,0.07665561946076616,0.0,0.0,0.0
19,14,1,3.199178399181891,1,0,0,-0.1411695158764975,0.5772005408131082,0,1,14.428571428571429,1.0,0.0,0.15591943315196405,0.0,0.0,0.0
25,18,1,3.199178399181891,1,0,0,-0.0608650914297815,0.0769444294249075,0,1,14.142857142857142,1.0,4.0,0.10116465737128136,0.0,0.3,0.0
51,6,1,3.199178399181891,1,0,0,-0.0612553246116609,0.2774862709061257,0,1,12.857142857142858,1.0,-12.0,0.13382437228029997,0.0,0.0,0.0
